us/Aguilar/L1461_0001,3340,4761
us/Aguilar/L1461_0002,6089,4748
us/Aguilar/L1461_0003,5383,4618
us/Aguilar/L1461_0004,5498,4614
us/Aguilar/L1461_0005,5498,4607
us/Aguilar/L1461_0006,5506,4603
us/Aguilar/L1461_0007,5442,4587
us/Aguilar/L1461_0008,5510,4581
us/Aguilar/L1461_0009,5509,4584
us/Aguilar/L1461_0010,5534,4610
us/Aguilar/L1461_0011,5558,4574
us/Aguilar/L1461_0012,5568,4582
us/Aguilar/L1461_0013,5584,4580
us/Aguilar/L1461_0014,5540,4605
us/Aguilar/L1461_0015,5540,4591
us/Aguilar/L1461_0016,5662,4596
us/Aguilar/L1461_0017,5667,4597
us/Aguilar/L1461_0018,5628,4632
us/Aguilar/L1461_0019,5635,4578
us/Aguilar/L1461_0020,5654,4583
us/Aguilar/L1461_0021,5642,4592
us/Aguilar/L1461_0022,5641,4595
us/Aguilar/L1461_0023,5625,4640
us/Aguilar/L1461_0024,5625,4591
us/Aguilar/L1461_0025,5653,4583
us/Aguilar/L1461_0026,5632,4640
us/Aguilar/L1461_0027,5627,4595
us/Aguilar/L1461_0028,5619,4587
us/Aguilar/L1461_0029,5562,4594
us/Aguilar/L1461_0030,5569,4587
us/Aguilar/L1461_0031,5567,4615
us/Aguilar/L1461_0032,5622,4598
us/Aguilar/L1461_0033,5632,4628
us/Aguilar/L1461_0034,5643,4605
us/Aguilar/L1461_0035,5645,4589
us/Aguilar/L1461_0036,5566,4615
us/Aguilar/L1461_0037,5573,4592
us/Aguilar/L1461_0038,5575,4599
us/Aguilar/L1461_0039,5705,4604
us/Aguilar/L1461_0040,5673,4613
us/Aguilar/L1461_0041,5720,4607
us/Aguilar/L1461_0042,5734,4608
us/Aguilar/L1461_0043,5710,4606
us/Aguilar/L1461_0044,5706,4603
us/Aguilar/L1461_0045,5597,4572
us/Aguilar/L1461_0046,5618,4569
us/Aguilar/L1461_0047,5616,4585
us/Aguilar/L1461_0048,5703,4614
us/Aguilar/L1461_0049,5712,4576
us/Aguilar/L1461_0050,5727,4582
us/Aguilar/L1461_0051,5713,4629
us/Aguilar/L1461_0052,5714,4624
us/Aguilar/L1461_0053,5711,4628
us/Aguilar/L1461_0054,5753,4561
us/Aguilar/L1461_0055,5745,4558
us/Aguilar/L1461_0056,5741,4563
us/Aguilar/L1461_0057,5726,4559
us/Aguilar/L1461_0058,5749,4599
us/Aguilar/L1461_0059,5725,4578
us/Aguilar/L1461_0060,5737,4568
us/Aguilar/L1461_0061,5748,4580
us/Aguilar/L1461_0062,5731,4570
us/Aguilar/L1461_0063,5733,4675
us/Aguilar/L1461_0064,5375,4639
us/Aguilar/L1461_0065,6202,4771
us/Aguilar/L1461_0066,3340,4729
us/Aguilar/L1461_0067,1487,2666
us/Aguilar/L1461_0068,3254,5182
us/Aguilar/L1461_0069,6356,5187
us/Aguilar/L1461_0070,3254,5182
us/Aguilar/L1461_0071,1487,2670
us/Aguilar/L1461_0072,3608,4396
us/Aguilar/L1461_0073,7078,4427
us/Aguilar/L1461_0074,3612,4387
us/Aguilar/L1461_0075,3289,4069
us/Aguilar/L1461_0076,6425,4067
us/Aguilar/L1461_0077,4083,3283
us/Aguilar/L1461_0078,1684,2434
us/Aguilar/L1461_0079,3230,2433
us/Aguilar/L1461_0080,1668,1281
us/Aguilar/L1461_0081,2677,6474
us/Aguilar/L1461_0082,6464,2678
us/Aguilar/L1461_0083,2662,6449
us/Aguilar/L1461_0084,2371,3397