us/Clagett/L1465_0001,3793,5390
us/Clagett/L1465_0002,6776,5433
us/Clagett/L1465_0003,6812,5455
us/Clagett/L1465_0004,6594,5243
us/Clagett/L1465_0005,6609,5291
us/Clagett/L1465_0006,6626,5286
us/Clagett/L1465_0007,6651,5283
us/Clagett/L1465_0008,6573,5220
us/Clagett/L1465_0009,6546,5235
us/Clagett/L1465_0010,6539,5200
us/Clagett/L1465_0011,6557,5202
us/Clagett/L1465_0012,6544,5205
us/Clagett/L1465_0013,6476,5238
us/Clagett/L1465_0014,6507,5268
us/Clagett/L1465_0015,6471,5242
us/Clagett/L1465_0016,6455,5238
us/Clagett/L1465_0017,6494,5219
us/Clagett/L1465_0018,6402,5248
us/Clagett/L1465_0019,6427,5279
us/Clagett/L1465_0020,6461,5248
us/Clagett/L1465_0021,6442,5197
us/Clagett/L1465_0022,6425,5192
us/Clagett/L1465_0023,6382,5208
us/Clagett/L1465_0024,6376,5182
us/Clagett/L1465_0025,6357,5178
us/Clagett/L1465_0026,6362,5180
us/Clagett/L1465_0027,6346,5180
us/Clagett/L1465_0028,6232,5173
us/Clagett/L1465_0029,6241,5178
us/Clagett/L1465_0030,6264,5161
us/Clagett/L1465_0031,6223,5161
us/Clagett/L1465_0032,6276,5167
us/Clagett/L1465_0033,6267,5160
us/Clagett/L1465_0034,6288,5174
us/Clagett/L1465_0035,6417,5184
us/Clagett/L1465_0036,6290,5173
us/Clagett/L1465_0037,6334,5186
us/Clagett/L1465_0038,6315,5175
us/Clagett/L1465_0039,6334,5173
us/Clagett/L1465_0040,6356,5173
us/Clagett/L1465_0041,6259,5168
us/Clagett/L1465_0042,6313,5178
us/Clagett/L1465_0043,6356,5197
us/Clagett/L1465_0044,6367,5175
us/Clagett/L1465_0045,6357,5173
us/Clagett/L1465_0046,6362,5170
us/Clagett/L1465_0047,6277,5168
us/Clagett/L1465_0048,6294,5159
us/Clagett/L1465_0049,6291,5193
us/Clagett/L1465_0050,6332,5158
us/Clagett/L1465_0051,6301,5179
us/Clagett/L1465_0052,6292,5151
us/Clagett/L1465_0053,6322,5165
us/Clagett/L1465_0054,6306,5168
us/Clagett/L1465_0055,6351,5226
us/Clagett/L1465_0056,6335,5158
us/Clagett/L1465_0057,6328,5153
us/Clagett/L1465_0058,6433,5179
us/Clagett/L1465_0059,6449,5177
us/Clagett/L1465_0060,6486,5193
us/Clagett/L1465_0061,6295,5164
us/Clagett/L1465_0062,6302,5184
us/Clagett/L1465_0063,6361,5186
us/Clagett/L1465_0064,6369,5181
us/Clagett/L1465_0065,6360,5170
us/Clagett/L1465_0066,6389,5177
us/Clagett/L1465_0067,6328,5181
us/Clagett/L1465_0068,6382,5177
us/Clagett/L1465_0069,6360,5184
us/Clagett/L1465_0070,6364,5174
us/Clagett/L1465_0071,6366,5202
us/Clagett/L1465_0072,6366,5162
us/Clagett/L1465_0073,6374,5171
us/Clagett/L1465_0074,6420,5204
us/Clagett/L1465_0075,6391,5164
us/Clagett/L1465_0076,6392,5165
us/Clagett/L1465_0077,6410,5185
us/Clagett/L1465_0078,6399,5171
us/Clagett/L1465_0079,6430,5172
us/Clagett/L1465_0080,6389,5175
us/Clagett/L1465_0081,6385,5171
us/Clagett/L1465_0082,6197,5175
us/Clagett/L1465_0083,6409,5170
us/Clagett/L1465_0084,6380,5148
us/Clagett/L1465_0085,6385,5149
us/Clagett/L1465_0086,6387,5156
us/Clagett/L1465_0087,6382,5154
us/Clagett/L1465_0088,6386,5148
us/Clagett/L1465_0089,6370,5150
us/Clagett/L1465_0090,6394,5147
us/Clagett/L1465_0091,6397,5155
us/Clagett/L1465_0092,6398,5156
us/Clagett/L1465_0093,6410,5163
us/Clagett/L1465_0094,6386,5163
us/Clagett/L1465_0095,6433,5148
us/Clagett/L1465_0096,6394,5163
us/Clagett/L1465_0097,6420,5145
us/Clagett/L1465_0098,6411,5180
us/Clagett/L1465_0099,6408,5139
us/Clagett/L1465_0100,6418,5153
us/Clagett/L1465_0101,6436,5138
us/Clagett/L1465_0102,6433,5158
us/Clagett/L1465_0103,6423,5137
us/Clagett/L1465_0104,6432,5156
us/Clagett/L1465_0105,6438,5156
us/Clagett/L1465_0106,6546,5145
us/Clagett/L1465_0107,6539,5150
us/Clagett/L1465_0108,6539,5143
us/Clagett/L1465_0109,6544,5144
us/Clagett/L1465_0110,6539,5148
us/Clagett/L1465_0111,6438,5183
us/Clagett/L1465_0112,6426,5197
us/Clagett/L1465_0113,6457,5224
us/Clagett/L1465_0114,6407,5183
us/Clagett/L1465_0115,6379,5176
us/Clagett/L1465_0116,6373,5165
us/Clagett/L1465_0117,6338,5181
us/Clagett/L1465_0118,6373,5152
us/Clagett/L1465_0119,6381,5120
us/Clagett/L1465_0120,6380,5116
us/Clagett/L1465_0121,6388,5139
us/Clagett/L1465_0122,6361,5126
us/Clagett/L1465_0123,6392,5151
us/Clagett/L1465_0124,6387,5164
us/Clagett/L1465_0125,6364,5135
us/Clagett/L1465_0126,6374,5133
us/Clagett/L1465_0127,6369,5115
us/Clagett/L1465_0128,6371,5137
us/Clagett/L1465_0129,6358,5129
us/Clagett/L1465_0130,6384,5137
us/Clagett/L1465_0131,6425,5130
us/Clagett/L1465_0132,6429,5153
us/Clagett/L1465_0133,6396,5145
us/Clagett/L1465_0134,6392,5136
us/Clagett/L1465_0135,6367,5114
us/Clagett/L1465_0136,6396,5105
us/Clagett/L1465_0137,6390,5115
us/Clagett/L1465_0138,6384,5121
us/Clagett/L1465_0139,6336,5122
us/Clagett/L1465_0140,6357,5142
us/Clagett/L1465_0141,6384,5157
us/Clagett/L1465_0142,6490,5133
us/Clagett/L1465_0143,6418,5131
us/Clagett/L1465_0144,6402,5126
us/Clagett/L1465_0145,6440,5144
us/Clagett/L1465_0146,6408,5152
us/Clagett/L1465_0147,6420,5143
us/Clagett/L1465_0148,6396,5122
us/Clagett/L1465_0149,6405,5125
us/Clagett/L1465_0150,6410,5172
us/Clagett/L1465_0151,6385,5180
us/Clagett/L1465_0152,6431,5168
us/Clagett/L1465_0153,6404,5139
us/Clagett/L1465_0154,6372,5113
us/Clagett/L1465_0155,6422,5164
us/Clagett/L1465_0156,6386,5117
us/Clagett/L1465_0157,6427,5149
us/Clagett/L1465_0158,6419,5178
us/Clagett/L1465_0159,6368,5141
us/Clagett/L1465_0160,6366,5117
us/Clagett/L1465_0161,6399,5169
us/Clagett/L1465_0162,6381,5136
us/Clagett/L1465_0163,6343,5132
us/Clagett/L1465_0164,6524,5158
us/Clagett/L1465_0165,6535,5178
us/Clagett/L1465_0166,6494,5143
us/Clagett/L1465_0167,6405,5164
us/Clagett/L1465_0168,6408,5135
us/Clagett/L1465_0169,6414,5147
us/Clagett/L1465_0170,6391,5160
us/Clagett/L1465_0171,6429,5171
us/Clagett/L1465_0172,6392,5165
us/Clagett/L1465_0173,6441,5136
us/Clagett/L1465_0174,6437,5146
us/Clagett/L1465_0175,6434,5186
us/Clagett/L1465_0176,6423,5167
us/Clagett/L1465_0177,6442,5178
us/Clagett/L1465_0178,6443,5154
us/Clagett/L1465_0179,6441,5164
us/Clagett/L1465_0180,6329,5180
us/Clagett/L1465_0181,6294,5136
us/Clagett/L1465_0182,6346,5147
us/Clagett/L1465_0183,6243,5130
us/Clagett/L1465_0184,6276,5126
us/Clagett/L1465_0185,6281,5129
us/Clagett/L1465_0186,6356,5156
us/Clagett/L1465_0187,6355,5153
us/Clagett/L1465_0188,6371,5145
us/Clagett/L1465_0189,6382,5183
us/Clagett/L1465_0190,6339,5136
us/Clagett/L1465_0191,6454,5144
us/Clagett/L1465_0192,6464,5158
us/Clagett/L1465_0193,6443,5150
us/Clagett/L1465_0194,6464,5154
us/Clagett/L1465_0195,6455,5156
us/Clagett/L1465_0196,6444,5151
us/Clagett/L1465_0197,6456,5149
us/Clagett/L1465_0198,6268,5153
us/Clagett/L1465_0199,6269,5135
us/Clagett/L1465_0200,6296,5134
us/Clagett/L1465_0201,6310,5137
us/Clagett/L1465_0202,6457,5154
us/Clagett/L1465_0203,6488,5166
us/Clagett/L1465_0204,6468,5163
us/Clagett/L1465_0205,6481,5159
us/Clagett/L1465_0206,6391,5138
us/Clagett/L1465_0207,6413,5164
us/Clagett/L1465_0208,6398,5146
us/Clagett/L1465_0209,6359,5157
us/Clagett/L1465_0210,6287,5157
us/Clagett/L1465_0211,6350,5160
us/Clagett/L1465_0212,6343,5135
us/Clagett/L1465_0213,6327,5157
us/Clagett/L1465_0214,6330,5184
us/Clagett/L1465_0215,6362,5174
us/Clagett/L1465_0216,6295,5149
us/Clagett/L1465_0217,6334,5140
us/Clagett/L1465_0218,6323,5155
us/Clagett/L1465_0219,6371,5191
us/Clagett/L1465_0220,6337,5186
us/Clagett/L1465_0221,6346,5171
us/Clagett/L1465_0222,6342,5188
us/Clagett/L1465_0223,6337,5168
us/Clagett/L1465_0224,6370,5192
us/Clagett/L1465_0225,6341,5183
us/Clagett/L1465_0226,6407,5177
us/Clagett/L1465_0227,6607,5207
us/Clagett/L1465_0228,6796,5375
us/Clagett/L1465_0229,3779,5450